image_id,file_name,dice,pred_data
16,cju2oi8sq0i2y0801mektzvw8.jpg,0.9329915903966802,"{'height': 1070, 'width': 1348, 'bbox': [{'label': 'polyp', 'xmin': 2.6024816036224365, 'ymin': 105.10052490234375, 'xmax': 1345.442138671875, 'ymax': 1067.913818359375}, {'label': 'polyp', 'xmin': 665.6966552734375, 'ymin': 106.23884582519531, 'xmax': 1093.4500732421875, 'ymax': 506.5140075683594}]}"
17,cju5es375cnzy0801nkq35ffs.jpg,0.9393110727307619,"{'height': 528, 'width': 621, 'bbox': [{'label': 'polyp', 'xmin': 120.29676055908203, 'ymin': 184.12167358398438, 'xmax': 271.954345703125, 'ymax': 371.44659423828125}]}"
18,cjz14qsk2wci60794un9ozwmw.jpg,0.979302535738783,"{'height': 576, 'width': 720, 'bbox': [{'label': 'polyp', 'xmin': 203.72557067871094, 'ymin': 192.94981384277344, 'xmax': 434.365234375, 'ymax': 489.8642578125}]}"
19,cju2qh5le1ock0878oahaql7d.jpg,0.9724645844182067,"{'height': 530, 'width': 622, 'bbox': [{'label': 'polyp', 'xmin': 305.4534912109375, 'ymin': 199.46783447265625, 'xmax': 541.4573364257812, 'ymax': 503.8593444824219}]}"
20,cju5x15djm7ae0755h8czf6nt.jpg,0.9597228935073304,"{'height': 531, 'width': 622, 'bbox': [{'label': 'polyp', 'xmin': 314.5586242675781, 'ymin': 34.15604782104492, 'xmax': 507.1271057128906, 'ymax': 275.79888916015625}]}"
21,cju2iatlki5u309930zmgkv6h.jpg,0.7597640263771562,"{'height': 522, 'width': 621, 'bbox': [{'label': 'polyp', 'xmin': 294.19183349609375, 'ymin': 217.508056640625, 'xmax': 531.9391479492188, 'ymax': 521.5999755859375}]}"
22,cju2qtee81yd708787bsjr75d.jpg,0.747250983224978,"{'height': 530, 'width': 511, 'bbox': [{'label': 'polyp', 'xmin': 119.4440689086914, 'ymin': 249.52420043945312, 'xmax': 260.4486999511719, 'ymax': 428.353759765625}]}"
23,cju84aoa3ktwn0755pfl4gfwd.jpg,0.9793098156894171,"{'height': 547, 'width': 626, 'bbox': [{'label': 'polyp', 'xmin': 154.0917205810547, 'ymin': 221.17071533203125, 'xmax': 612.1099243164062, 'ymax': 546.8349609375}]}"
24,cju1hirfi7ekp0855q0vgm9qq.jpg,0.8800367703385935,"{'height': 529, 'width': 605, 'bbox': [{'label': 'polyp', 'xmin': 230.78115844726562, 'ymin': 222.14315795898438, 'xmax': 387.0776672363281, 'ymax': 384.1022644042969}]}"
25,cju7awzmu1ncs0871hziy65zx.jpg,0.9631906771147277,"{'height': 527, 'width': 592, 'bbox': [{'label': 'polyp', 'xmin': 306.60528564453125, 'ymin': 135.66229248046875, 'xmax': 462.86444091796875, 'ymax': 346.12158203125}]}"
26,cju2rnkt22xep0801as160g9t.jpg,0.7131703757752645,"{'height': 454, 'width': 558, 'bbox': [{'label': 'polyp', 'xmin': 295.94281005859375, 'ymin': 177.9005126953125, 'xmax': 390.52386474609375, 'ymax': 314.07110595703125}]}"
27,cju2ti1du4idn0878giuozonw.jpg,0.9420580208546955,"{'height': 530, 'width': 571, 'bbox': [{'label': 'polyp', 'xmin': 292.4300537109375, 'ymin': 211.38246154785156, 'xmax': 463.4609680175781, 'ymax': 467.4040222167969}]}"
28,cju88evxanv9r08176zkeovec.jpg,0.9472191336313508,"{'height': 530, 'width': 570, 'bbox': [{'label': 'polyp', 'xmin': 181.76422119140625, 'ymin': 0.020091533660888672, 'xmax': 543.5477905273438, 'ymax': 362.7281799316406}]}"
29,cju439oazm2fu0871ma0vvrft.jpg,0.9169451386743797,"{'height': 531, 'width': 622, 'bbox': [{'label': 'polyp', 'xmin': 156.43919372558594, 'ymin': 147.556884765625, 'xmax': 535.5741577148438, 'ymax': 503.3887939453125}]}"
30,cju2ouil2mssu0993hvxsed6d.jpg,0.7854345165238678,"{'height': 511, 'width': 605, 'bbox': [{'label': 'polyp', 'xmin': 246.23265075683594, 'ymin': 241.44529724121094, 'xmax': 333.6372375488281, 'ymax': 358.1584777832031}]}"
31,cju171py4qiha0835u8sl59ds.jpg,0.9351501427586886,"{'height': 530, 'width': 616, 'bbox': [{'label': 'polyp', 'xmin': 85.08485412597656, 'ymin': 0.5580770969390869, 'xmax': 613.5231323242188, 'ymax': 417.0376281738281}]}"
32,cju7et17a2vjk0755e743npl1.jpg,0.8726708074534162,"{'height': 546, 'width': 626, 'bbox': [{'label': 'polyp', 'xmin': 203.77200317382812, 'ymin': 362.7170104980469, 'xmax': 275.33612060546875, 'ymax': 502.6285400390625}, {'label': 'polyp', 'xmin': 426.78363037109375, 'ymin': 47.27522659301758, 'xmax': 519.3699340820312, 'ymax': 144.8849334716797}]}"
33,cju5uhrdwkmsu0817ervv91l8.jpg,0.9415557576258576,"{'height': 547, 'width': 626, 'bbox': [{'label': 'polyp', 'xmin': 397.4427490234375, 'ymin': 119.65569305419922, 'xmax': 495.5845947265625, 'ymax': 219.57742309570312}]}"
34,cju2raxlosl630988jdbfy9b0.jpg,0.8208447561173132,"{'height': 528, 'width': 557, 'bbox': [{'label': 'polyp', 'xmin': 107.79121398925781, 'ymin': 247.0496826171875, 'xmax': 431.95941162109375, 'ymax': 527.9086303710938}]}"
35,cju5g163vd6mt0817uccuga6u.jpg,0.9470291178682712,"{'height': 547, 'width': 545, 'bbox': [{'label': 'polyp', 'xmin': 214.97555541992188, 'ymin': 399.5424499511719, 'xmax': 378.1033935546875, 'ymax': 545.4190673828125}]}"
36,cju6xifswvwbo0987nibtdr50.jpg,0.9637062869587991,"{'height': 531, 'width': 618, 'bbox': [{'label': 'polyp', 'xmin': 241.53712463378906, 'ymin': 110.20294952392578, 'xmax': 576.2730712890625, 'ymax': 530.6829223632812}]}"
37,cju1b0y2e396p08558ois175d.jpg,0.8072958608471573,"{'height': 546, 'width': 626, 'bbox': [{'label': 'polyp', 'xmin': 269.01824951171875, 'ymin': 151.1692657470703, 'xmax': 383.36102294921875, 'ymax': 310.84771728515625}]}"
38,cju1h89h6xbnx08352k2790o9.jpg,0.9529580038936787,"{'height': 531, 'width': 570, 'bbox': [{'label': 'polyp', 'xmin': 177.36402893066406, 'ymin': 227.6784210205078, 'xmax': 353.19293212890625, 'ymax': 412.1954650878906}]}"
39,cju88cddensj00987788yotmg.jpg,0.9495660585216433,"{'height': 531, 'width': 622, 'bbox': [{'label': 'polyp', 'xmin': 305.8097839355469, 'ymin': 204.2357177734375, 'xmax': 444.3297424316406, 'ymax': 387.8573913574219}]}"
40,cju5hwonqedw10801vsd3w6kk.jpg,0.9680413821125506,"{'height': 531, 'width': 529, 'bbox': [{'label': 'polyp', 'xmin': 192.47113037109375, 'ymin': 92.49107360839844, 'xmax': 347.2142333984375, 'ymax': 378.2527160644531}]}"
41,cju2sggy13na70855tbeoqgha.jpg,0.8882126104348327,"{'height': 530, 'width': 559, 'bbox': [{'label': 'polyp', 'xmin': 199.91445922851562, 'ymin': 133.45281982421875, 'xmax': 478.811279296875, 'ymax': 521.9089965820312}]}"
42,cju1g20bdwq6u0835e16xugcd.jpg,0.971970020581725,"{'height': 531, 'width': 622, 'bbox': [{'label': 'polyp', 'xmin': 278.98016357421875, 'ymin': 117.89115142822266, 'xmax': 514.1032104492188, 'ymax': 477.0216369628906}]}"
43,cju8ashhnquqr0801rwduzt7d.jpg,0.9417688696990919,"{'height': 1011, 'width': 1220, 'bbox': [{'label': 'polyp', 'xmin': 289.97564697265625, 'ymin': 433.94049072265625, 'xmax': 629.1644897460938, 'ymax': 799.7924194335938}]}"
44,cju1gghyjwxt80835vx0wgxw0.jpg,0.9442768411712511,"{'height': 529, 'width': 621, 'bbox': [{'label': 'polyp', 'xmin': 187.10438537597656, 'ymin': 120.75665283203125, 'xmax': 487.8138732910156, 'ymax': 414.4810791015625}]}"
45,cju7cue9b232j0801qdzk1ykj.jpg,0.8812614171714258,"{'height': 528, 'width': 613, 'bbox': [{'label': 'polyp', 'xmin': 165.68923950195312, 'ymin': 87.50288391113281, 'xmax': 350.708740234375, 'ymax': 267.16387939453125}]}"
46,cju30j1rgadut0801vuyrsnt8.jpg,0.926779935275081,"{'height': 530, 'width': 570, 'bbox': [{'label': 'polyp', 'xmin': 183.98536682128906, 'ymin': 171.75294494628906, 'xmax': 273.617919921875, 'ymax': 288.8458251953125}]}"
47,cju8cdeazsm8h0801jxifmzur.jpg,0.9741512478116097,"{'height': 547, 'width': 626, 'bbox': [{'label': 'polyp', 'xmin': 214.6642608642578, 'ymin': 200.42332458496094, 'xmax': 447.4857177734375, 'ymax': 451.318359375}]}"
48,cju2tjrog4jy30878pawyazqc.jpg,0.9621545185756524,"{'height': 530, 'width': 622, 'bbox': [{'label': 'polyp', 'xmin': 325.4367370605469, 'ymin': 70.94274139404297, 'xmax': 563.5738525390625, 'ymax': 365.4749755859375}]}"
49,cju2qu37qobl50993aw7ghcfq.jpg,0.9240126260682116,"{'height': 528, 'width': 543, 'bbox': [{'label': 'polyp', 'xmin': 190.54263305664062, 'ymin': 197.00601196289062, 'xmax': 333.2468566894531, 'ymax': 322.7228088378906}]}"
50,cju8cgi2kspp308011nxdtjp6.jpg,0.9395745555441373,"{'height': 530, 'width': 619, 'bbox': [{'label': 'polyp', 'xmin': 360.696044921875, 'ymin': 242.23464965820312, 'xmax': 487.8056640625, 'ymax': 358.0655517578125}]}"
51,cju15jr8jz8sb0855ukmkswkz.jpg,0.9802684468143565,"{'height': 528, 'width': 594, 'bbox': [{'label': 'polyp', 'xmin': 193.3431396484375, 'ymin': 0.21115636825561523, 'xmax': 537.3277587890625, 'ymax': 375.0810546875}]}"
52,cju858eswlepn0871pzvdrhj1.jpg,0.9826770967249907,"{'height': 530, 'width': 570, 'bbox': [{'label': 'polyp', 'xmin': 275.26190185546875, 'ymin': 213.3194122314453, 'xmax': 570.0, 'ymax': 529.7868041992188}]}"
53,cju7aez2x1jtj0871ztezs3oi.jpg,0.741118684080265,"{'height': 510, 'width': 621, 'bbox': [{'label': 'polyp', 'xmin': 180.84237670898438, 'ymin': 92.47927856445312, 'xmax': 379.7414855957031, 'ymax': 243.94921875}]}"
54,cju5u6wf0kh1t0755bg1ssixv.jpg,0.9790241471480995,"{'height': 530, 'width': 571, 'bbox': [{'label': 'polyp', 'xmin': 82.1539535522461, 'ymin': 38.66868209838867, 'xmax': 537.0582885742188, 'ymax': 461.5419616699219}]}"
55,ck2395w2mb4vu07480otsu6tw.jpg,0.9820740556612523,"{'height': 576, 'width': 720, 'bbox': [{'label': 'polyp', 'xmin': 348.89349365234375, 'ymin': 271.8966369628906, 'xmax': 596.6575927734375, 'ymax': 556.16650390625}]}"
56,cju7dtb1e2j0t0818deq51ib3.jpg,0.9645030329986467,"{'height': 528, 'width': 622, 'bbox': [{'label': 'polyp', 'xmin': 405.0878601074219, 'ymin': 180.28793334960938, 'xmax': 621.3220825195312, 'ymax': 515.9415893554688}]}"
57,cju5waeduln160817w0agirve.jpg,0.44611656006929556,"{'height': 528, 'width': 540, 'bbox': [{'label': 'polyp', 'xmin': 129.1008758544922, 'ymin': 0.14036178588867188, 'xmax': 470.2503662109375, 'ymax': 432.8558654785156}, {'label': 'polyp', 'xmin': 197.28379821777344, 'ymin': 253.96249389648438, 'xmax': 380.7086486816406, 'ymax': 432.8917236328125}]}"
58,cju2okvco06xc0799kxe5n1qh.jpg,0.982313790740922,"{'height': 530, 'width': 577, 'bbox': [{'label': 'polyp', 'xmin': 131.18675231933594, 'ymin': 85.11450958251953, 'xmax': 553.7803955078125, 'ymax': 421.7706604003906}]}"
59,cju5yimthmlv80850zhoc90c2.jpg,0.9414198808016552,"{'height': 528, 'width': 590, 'bbox': [{'label': 'polyp', 'xmin': 182.1661376953125, 'ymin': 306.880859375, 'xmax': 342.1833801269531, 'ymax': 448.798828125}]}"
60,cju7evxt12m730987rxivne3x.jpg,0.9709317856188834,"{'height': 528, 'width': 510, 'bbox': [{'label': 'polyp', 'xmin': 134.97364807128906, 'ymin': 44.53166198730469, 'xmax': 437.0677490234375, 'ymax': 527.7702026367188}]}"
61,cju2sszfq3uye0878sucelzk2.jpg,0.7669494947078158,"{'height': 531, 'width': 622, 'bbox': [{'label': 'polyp', 'xmin': 148.31808471679688, 'ymin': 94.06995391845703, 'xmax': 584.4254150390625, 'ymax': 506.89483642578125}]}"
62,cju15mhjczc8z0801kit5c6di.jpg,0.9201758759802366,"{'height': 546, 'width': 624, 'bbox': [{'label': 'polyp', 'xmin': 345.9519348144531, 'ymin': 39.750431060791016, 'xmax': 573.0025634765625, 'ymax': 301.9161071777344}]}"
63,cju17g6ykn1cs0993dww6qdi8.jpg,0.7499416885728515,"{'height': 510, 'width': 605, 'bbox': [{'label': 'polyp', 'xmin': 215.9158935546875, 'ymin': 122.83202362060547, 'xmax': 505.9335021972656, 'ymax': 415.6463623046875}]}"
64,cju6xlygpw7bs0818n691jsq4.jpg,0.9586414417875092,"{'height': 531, 'width': 570, 'bbox': [{'label': 'polyp', 'xmin': 213.30813598632812, 'ymin': 0.18833371996879578, 'xmax': 559.5123901367188, 'ymax': 430.79766845703125}]}"
65,cju1f8w0t65en0799m9oacq0q.jpg,0.9596848025111169,"{'height': 528, 'width': 622, 'bbox': [{'label': 'polyp', 'xmin': 346.5469055175781, 'ymin': 73.21546173095703, 'xmax': 533.5977783203125, 'ymax': 362.5557556152344}]}"
66,cju2rmd2rsw9g09888hh1efu0.jpg,0.8842250922509225,"{'height': 531, 'width': 570, 'bbox': [{'label': 'polyp', 'xmin': 332.488037109375, 'ymin': 117.86669158935547, 'xmax': 382.0948791503906, 'ymax': 181.1937255859375}]}"
67,cju2syxa93yw40799x2iuwabz.jpg,0.9242288597704892,"{'height': 474, 'width': 602, 'bbox': [{'label': 'polyp', 'xmin': 244.48228454589844, 'ymin': 199.5390625, 'xmax': 344.4649963378906, 'ymax': 288.37548828125}]}"
68,cju7ebe962hr409872ovibahw.jpg,0.9721275806823986,"{'height': 530, 'width': 622, 'bbox': [{'label': 'polyp', 'xmin': 6.942956924438477, 'ymin': 0.0, 'xmax': 603.1608276367188, 'ymax': 301.355712890625}]}"
69,cju2yw4s7z7p20988lmf2gdgd.jpg,0.9667412378821775,"{'height': 530, 'width': 571, 'bbox': [{'label': 'polyp', 'xmin': 412.19305419921875, 'ymin': 89.31059265136719, 'xmax': 570.3023071289062, 'ymax': 282.8465270996094}]}"
70,cju6v5ilsv8hk0850rb5sgh6o.jpg,0.9169249530003557,"{'height': 530, 'width': 622, 'bbox': [{'label': 'polyp', 'xmin': 332.27984619140625, 'ymin': 218.74478149414062, 'xmax': 450.0789794921875, 'ymax': 344.77520751953125}]}"
71,cju88vx2uoocy075531lc63n3.jpg,0.9441920189648361,"{'height': 508, 'width': 596, 'bbox': [{'label': 'polyp', 'xmin': 179.43760681152344, 'ymin': 299.2213134765625, 'xmax': 309.4075927734375, 'ymax': 400.75323486328125}]}"
72,cju33eqwbcch208012jikwdky.jpg,0.942937089319961,"{'height': 547, 'width': 626, 'bbox': [{'label': 'polyp', 'xmin': 244.9599151611328, 'ymin': 280.4770812988281, 'xmax': 582.5593872070312, 'ymax': 534.6327514648438}]}"
73,cju5hqz50e7o90850e0prlpa0.jpg,0.9446893491124261,"{'height': 528, 'width': 595, 'bbox': [{'label': 'polyp', 'xmin': 134.4644775390625, 'ymin': 83.86099243164062, 'xmax': 421.452392578125, 'ymax': 469.6842346191406}]}"
74,cju6z7e4bwgdd0987ogkzq9kt.jpg,0.9514445177436412,"{'height': 528, 'width': 623, 'bbox': [{'label': 'polyp', 'xmin': 307.359619140625, 'ymin': 210.62342834472656, 'xmax': 570.403076171875, 'ymax': 506.9412841796875}]}"
75,cju410dnfl0960755y8lu8d79.jpg,0.9354968616341721,"{'height': 546, 'width': 626, 'bbox': [{'label': 'polyp', 'xmin': 234.98907470703125, 'ymin': 69.71202850341797, 'xmax': 354.0262756347656, 'ymax': 173.7147979736328}, {'label': 'polyp', 'xmin': 78.9464111328125, 'ymin': 166.94741821289062, 'xmax': 209.00450134277344, 'ymax': 333.2497863769531}, {'label': 'polyp', 'xmin': 66.54318237304688, 'ymin': 68.78241729736328, 'xmax': 355.8376770019531, 'ymax': 494.6412048339844}]}"
76,cju8402x1kcy70801t6kz6bdi.jpg,0.9713685949275612,"{'height': 547, 'width': 626, 'bbox': [{'label': 'polyp', 'xmin': 176.8059844970703, 'ymin': 186.2761993408203, 'xmax': 457.0902404785156, 'ymax': 467.03741455078125}]}"
77,cju76o55nymqd0871h31sph9w.jpg,0.8404551201011378,"{'height': 529, 'width': 600, 'bbox': [{'label': 'polyp', 'xmin': 187.92620849609375, 'ymin': 61.98712921142578, 'xmax': 233.04150390625, 'ymax': 130.03929138183594}]}"
78,cju5x7iskmad90818frchyfwd.jpg,0.7421570794579245,"{'height': 483, 'width': 522, 'bbox': [{'label': 'polyp', 'xmin': 0.4923419654369354, 'ymin': 148.7316131591797, 'xmax': 287.6128845214844, 'ymax': 482.9273986816406}]}"
79,cju7d2q1k27nf08715zshsckt.jpg,0.6431208511412203,"{'height': 530, 'width': 620, 'bbox': [{'label': 'polyp', 'xmin': 219.74642944335938, 'ymin': 250.44735717773438, 'xmax': 432.7760009765625, 'ymax': 523.1221313476562}]}"
80,cju84dsvaklpx098750hp83x4.jpg,0.973375515890065,"{'height': 530, 'width': 570, 'bbox': [{'label': 'polyp', 'xmin': 44.50206756591797, 'ymin': 71.68966674804688, 'xmax': 495.93658447265625, 'ymax': 529.8899536132812}]}"
81,cju7dsrtb2f8i085064kwugfk.jpg,0.9494575696784372,"{'height': 530, 'width': 584, 'bbox': [{'label': 'polyp', 'xmin': 153.3542938232422, 'ymin': 251.35757446289062, 'xmax': 336.59088134765625, 'ymax': 470.6766052246094}]}"
82,cju5vutu7ll8w0871dfp92n9p.jpg,0.6886516238530249,"{'height': 528, 'width': 605, 'bbox': [{'label': 'polyp', 'xmin': 0.6625813245773315, 'ymin': 0.0, 'xmax': 389.0873107910156, 'ymax': 362.4463195800781}, {'label': 'polyp', 'xmin': 130.1264190673828, 'ymin': 101.23013305664062, 'xmax': 389.3822937011719, 'ymax': 362.62872314453125}]}"
83,cju8bljw9rqk20801kr54akrl.jpg,0.7802335416106635,"{'height': 529, 'width': 621, 'bbox': [{'label': 'polyp', 'xmin': 246.3137664794922, 'ymin': 85.14525604248047, 'xmax': 476.6053771972656, 'ymax': 430.2651672363281}]}"
84,cju2z1nxlzaj40835wj81s1iy.jpg,0.9658104371035868,"{'height': 531, 'width': 622, 'bbox': [{'label': 'polyp', 'xmin': 127.00499725341797, 'ymin': 55.67273712158203, 'xmax': 428.470703125, 'ymax': 391.3996276855469}]}"
85,cju84kplnl1y30755ropua1b0.jpg,0.6474802248644346,"{'height': 528, 'width': 622, 'bbox': [{'label': 'polyp', 'xmin': 99.1978988647461, 'ymin': 63.767005920410156, 'xmax': 495.74432373046875, 'ymax': 480.6728515625}, {'label': 'polyp', 'xmin': 300.46539306640625, 'ymin': 235.0904998779297, 'xmax': 495.7027282714844, 'ymax': 479.1695861816406}]}"
86,cju42dwedlmk60871jbgu4ehi.jpg,0.9709945655732338,"{'height': 531, 'width': 621, 'bbox': [{'label': 'polyp', 'xmin': 165.72850036621094, 'ymin': 194.9723663330078, 'xmax': 430.3519592285156, 'ymax': 502.68408203125}]}"
87,cju7ezs7g2mxm098787atbran.jpg,0.956691672445313,"{'height': 530, 'width': 622, 'bbox': [{'label': 'polyp', 'xmin': 391.7810974121094, 'ymin': 181.73544311523438, 'xmax': 531.708984375, 'ymax': 336.86114501953125}]}"
88,cju7apr0c1qqm0755s7msqot4.jpg,0.9505337281345642,"{'height': 530, 'width': 584, 'bbox': [{'label': 'polyp', 'xmin': 255.0937957763672, 'ymin': 169.3724822998047, 'xmax': 443.8681945800781, 'ymax': 449.6065368652344}]}"
89,cju8ceacrsqkr0755hdz145es.jpg,0.9526579559692142,"{'height': 492, 'width': 566, 'bbox': [{'label': 'polyp', 'xmin': 138.5603790283203, 'ymin': 63.874603271484375, 'xmax': 283.2078857421875, 'ymax': 174.24639892578125}]}"
90,cju17v6ih0u7808783zcbg1jy.jpg,0.982435333633436,"{'height': 528, 'width': 622, 'bbox': [{'label': 'polyp', 'xmin': 25.676939010620117, 'ymin': 0.0, 'xmax': 359.6237487792969, 'ymax': 445.71270751953125}]}"
91,cju2zdhsczmn50988z64qwg2q.jpg,0.8536708486721415,"{'height': 530, 'width': 598, 'bbox': [{'label': 'polyp', 'xmin': 387.84649658203125, 'ymin': 110.36972045898438, 'xmax': 582.998779296875, 'ymax': 376.4526062011719}]}"
92,cju2mfjndoz700988b9lc3zeq.jpg,0.9661689838240102,"{'height': 531, 'width': 622, 'bbox': [{'label': 'polyp', 'xmin': 278.0094299316406, 'ymin': 96.37836456298828, 'xmax': 486.4073791503906, 'ymax': 323.7586364746094}]}"
93,cju2y0z6g87p10878fpk5d3rq.jpg,0.9766145870833033,"{'height': 530, 'width': 554, 'bbox': [{'label': 'polyp', 'xmin': 94.60648345947266, 'ymin': 59.34160614013672, 'xmax': 422.8205261230469, 'ymax': 358.0121765136719}]}"
94,cju3v56bwgy8v0871w14pz8fx.jpg,0.936846587884595,"{'height': 531, 'width': 570, 'bbox': [{'label': 'polyp', 'xmin': 140.13401794433594, 'ymin': 33.06616973876953, 'xmax': 369.80120849609375, 'ymax': 201.65406799316406}, {'label': 'polyp', 'xmin': 50.00775909423828, 'ymin': 211.90904235839844, 'xmax': 192.0894775390625, 'ymax': 423.170654296875}]}"
95,cju5xopi0md7q0871r1sjc1av.jpg,0.9413080608836288,"{'height': 546, 'width': 568, 'bbox': [{'label': 'polyp', 'xmin': 381.9124450683594, 'ymin': 167.8731231689453, 'xmax': 561.009765625, 'ymax': 410.875244140625}]}"
96,cju1gv7106qd008784gk603mg.jpg,0.9542148929632285,"{'height': 531, 'width': 622, 'bbox': [{'label': 'polyp', 'xmin': 386.3476257324219, 'ymin': 15.819194793701172, 'xmax': 600.5460205078125, 'ymax': 317.283447265625}]}"
97,cju893jmdompz0817xn3g1w4h.jpg,0.9714736928089744,"{'height': 547, 'width': 626, 'bbox': [{'label': 'polyp', 'xmin': 159.85678100585938, 'ymin': 85.71153259277344, 'xmax': 419.0671691894531, 'ymax': 376.33154296875}]}"
98,cju6wll7wvo3y08502pagos8m.jpg,0.9627231389687806,"{'height': 497, 'width': 568, 'bbox': [{'label': 'polyp', 'xmin': 78.88943481445312, 'ymin': 61.58685302734375, 'xmax': 406.94415283203125, 'ymax': 367.4839172363281}]}"
99,ck2da7fwcjfis07218r1rvm95.jpg,0.953939855348306,"{'height': 576, 'width': 720, 'bbox': [{'label': 'polyp', 'xmin': 317.6707458496094, 'ymin': 201.189453125, 'xmax': 494.3720703125, 'ymax': 341.4071044921875}]}"
100,cju8abobpqbir08189u01huru.jpg,0.980516930908894,"{'height': 547, 'width': 626, 'bbox': [{'label': 'polyp', 'xmin': 203.2341766357422, 'ymin': 377.0184326171875, 'xmax': 468.8742980957031, 'ymax': 547.0}]}"
